call_number,unit_id,incident_number,call_type,call_date,watch_date,received_timestamp,entry_timestamp,dispatch_timestamp,response_timestamp,on_scene_timestamp,transport_timestamp,hospital_timestamp,call_final_disposition,available_timestamp,address,city,zipcode_of_incident,battalion,station_area,box,original_priority,priority,final_priority,als_unit,call_type_group,number_of_alarms,unit_type,unit_sequence_in_call_dispatch,fire_prevention_district,supervisor_district,neighborhood_district,location,row_id,latitude,longitude
82400136,T02,8073536,Alarms,2008-08-27,2008-08-27,2008-08-27 10:21:00+00:00,2008-08-27 10:22:43+00:00,2008-08-27 10:23:20+00:00,2008-08-27 10:23:59+00:00,,,,Other,2008-08-27 10:27:04+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,TRUCK,2,1,3,,"(37.8082633159603, -122.414972542075)",082400136-T02,37.8082633159603,-122.414972542075
53280322,T02,5088850,Alarms,2005-11-24,2005-11-24,2005-11-24 23:27:20+00:00,2005-11-24 23:28:14+00:00,2005-11-24 23:28:28+00:00,2005-11-24 23:28:55+00:00,2005-11-24 23:31:40+00:00,,,Other,2005-11-24 23:46:50+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,TRUCK,1,1,3,,"(37.8083718015584, -122.414994322457)",053280322-T02,37.8083718015584,-122.414994322457
110250299,T02,11008300,Medical Incident,2011-01-25,2011-01-25,2011-01-25 15:09:09+00:00,2011-01-25 15:09:41+00:00,2011-01-25 15:09:59+00:00,2011-01-25 15:11:01+00:00,2011-01-25 15:14:56+00:00,,,Other,2011-01-25 15:25:50+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,TRUCK,1,1,3,,"(37.8082633159603, -122.414972542075)",110250299-T02,37.8082633159603,-122.414972542075
33610214,T02,3103557,Outside Fire,2003-12-27,2003-12-27,2003-12-27 14:43:36+00:00,2003-12-27 14:43:36+00:00,2003-12-27 14:44:08+00:00,2003-12-27 14:45:09+00:00,2003-12-27 14:49:34+00:00,,,Other,2003-12-27 14:50:54+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,TRUCK,5,None,3,,"(37.8081679785862, -122.416634717802)",033610214-T02,37.8081679785862,-122.416634717802
90830034,T02,9024340,Alarms,2009-03-24,2009-03-23,2009-03-24 05:18:19+00:00,2009-03-24 05:20:43+00:00,2009-03-24 05:20:55+00:00,2009-03-24 05:23:26+00:00,2009-03-24 05:26:43+00:00,,,Other,2009-03-24 05:31:27+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,TRUCK,2,1,3,,"(37.8082633159603, -122.414972542075)",090830034-T02,37.8082633159603,-122.414972542075
71240365,B01,7035692,Alarms,2007-05-04,2007-05-04,2007-05-04 20:30:49+00:00,2007-05-04 20:31:51+00:00,2007-05-04 20:31:58+00:00,2007-05-04 20:32:44+00:00,,,,Other,2007-05-04 20:36:02+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8080594050547, -122.41661365069)",071240365-B01,37.8080594050547,-122.41661365069
1850066,B01,55317,Other,2000-07-03,2000-07-02,2000-07-03 07:44:41+00:00,2000-07-03 07:44:43+00:00,2000-07-03 07:45:37+00:00,2000-07-03 07:49:07+00:00,2000-07-03 07:50:10+00:00,,,Other,2000-07-03 08:14:02+00:00,JEFFERSON ST/JONES ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,1,1,3,,"(37.8080133240409, -122.417445939002)",001850066-B01,37.8080133240409,-122.417445939002
71970062,B01,7056437,Alarms,2007-07-16,2007-07-15,2007-07-16 07:46:24+00:00,2007-07-16 07:46:51+00:00,2007-07-16 07:47:05+00:00,2007-07-16 07:49:19+00:00,2007-07-16 07:52:16+00:00,,,Other,2007-07-16 07:57:37+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8082633159603, -122.414972542075)",071970062-B01,37.8082633159603,-122.414972542075
72230314,B01,7064105,Outside Fire,2007-08-11,2007-08-11,2007-08-11 19:30:20+00:00,2007-08-11 19:30:20+00:00,2007-08-11 19:31:06+00:00,2007-08-11 19:33:37+00:00,,,,Other,2007-08-11 19:37:19+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,3,None,3,,"(37.8081679785862, -122.416634717802)",072230314-B01,37.8081679785862,-122.416634717802
42270134,B01,4062871,Alarms,2004-08-14,2004-08-14,2004-08-14 10:59:45+00:00,2004-08-14 11:00:53+00:00,2004-08-14 11:01:29+00:00,2004-08-14 11:02:30+00:00,,,,Other,2004-08-14 11:10:27+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8082633159603, -122.414972542075)",042270134-B01,37.8082633159603,-122.414972542075
32010378,B01,3058018,Alarms,2003-07-20,2003-07-20,2003-07-20 22:11:48+00:00,2003-07-20 22:12:56+00:00,2003-07-20 22:13:18+00:00,2003-07-20 22:14:47+00:00,2003-07-20 22:17:27+00:00,2003-07-20 22:24:04+00:00,,Other,2003-07-20 22:24:22+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,3,1,3,,"(37.8080594050547, -122.41661365069)",032010378-B01,37.8080594050547,-122.41661365069
62240297,B01,6063125,Outside Fire,2006-08-12,2006-08-12,2006-08-12 19:03:14+00:00,2006-08-12 19:03:14+00:00,2006-08-12 19:03:35+00:00,2006-08-12 19:04:31+00:00,2006-08-12 19:08:05+00:00,,,Other,2006-08-12 19:09:39+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,None,3,,"(37.8081679785862, -122.416634717802)",062240297-B01,37.8081679785862,-122.416634717802
71090361,B01,7031512,Alarms,2007-04-19,2007-04-19,2007-04-19 23:09:46+00:00,2007-04-19 23:11:18+00:00,2007-04-19 23:11:32+00:00,2007-04-19 23:13:30+00:00,2007-04-19 23:17:07+00:00,,,Fire,2007-04-19 23:29:38+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8082633159603, -122.414972542075)",071090361-B01,37.8082633159603,-122.414972542075
41340334,B01,4038143,Alarms,2004-05-13,2004-05-13,2004-05-13 18:00:35+00:00,2004-05-13 18:02:04+00:00,2004-05-13 18:02:27+00:00,2004-05-13 18:04:09+00:00,,,,Other,2004-05-13 18:08:12+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8080594050547, -122.41661365069)",041340334-B01,37.8080594050547,-122.41661365069
42490277,E13,4068995,Medical Incident,2004-09-05,2004-09-05,2004-09-05 15:38:13+00:00,2004-09-05 15:39:13+00:00,2004-09-05 15:39:42+00:00,2004-09-05 15:40:22+00:00,2004-09-05 15:44:37+00:00,,,Patient Declined Transport,2004-09-05 15:46:32+00:00,1800 Block of THE EMBARCADERO,SF,94133,B01,A1,0945,3,3,3,True,,1,ENGINE,2,1,3,,"(37.8089441384836, -122.414069881255)",042490277-E13,37.8089441384836,-122.414069881255
102030314,79,10064140,Medical Incident,2010-07-22,2010-07-22,2010-07-22 21:53:15+00:00,2010-07-22 21:55:45+00:00,2010-07-22 21:55:59+00:00,2010-07-22 21:56:11+00:00,2010-07-22 22:02:27+00:00,2010-07-22 22:08:21+00:00,2010-07-22 22:20:09+00:00,Code 2 Transport,2010-07-22 22:35:24+00:00,TAYLOR ST/THE EMBARCADERO NOR,SF,94133,B01,28,0945,3,2,2,True,,1,MEDIC,2,1,3,,"(37.8086023414572, -122.41578579226)",102030314-79,37.8086023414572,-122.41578579226
92830263,89,9084843,Medical Incident,2009-10-10,2009-10-10,2009-10-10 17:25:49+00:00,2009-10-10 17:26:31+00:00,2009-10-10 17:26:43+00:00,2009-10-10 17:45:48+00:00,2009-10-10 17:53:55+00:00,2009-10-10 18:10:42+00:00,2009-10-10 18:34:02+00:00,Other,2009-10-10 18:49:47+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,MEDIC,4,None,3,,"(37.8081679785862, -122.416634717802)",092830263-89,37.8081679785862,-122.416634717802
51050294,E02,5028236,Alarms,2005-04-15,2005-04-15,2005-04-15 17:34:45+00:00,2005-04-15 17:36:24+00:00,2005-04-15 17:36:34+00:00,2005-04-15 17:37:37+00:00,2005-04-15 17:40:58+00:00,,,Fire,2005-04-15 18:04:57+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,1,None,3,,"(37.8081679785862, -122.416634717802)",051050294-E02,37.8081679785862,-122.416634717802
110240244,E02,11007913,Medical Incident,2011-01-24,2011-01-24,2011-01-24 14:05:25+00:00,2011-01-24 14:05:49+00:00,2011-01-24 14:06:28+00:00,2011-01-24 14:07:31+00:00,,,,Other,2011-01-24 14:14:42+00:00,TAYLOR ST/THE EMBARCADERO NOR,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,3,1,3,,"(37.8086023414572, -122.41578579226)",110240244-E02,37.8086023414572,-122.41578579226
80590245,E02,8018455,Medical Incident,2008-02-28,2008-02-28,2008-02-28 14:14:46+00:00,2008-02-28 14:15:23+00:00,2008-02-28 14:15:39+00:00,2008-02-28 14:17:05+00:00,2008-02-28 14:20:17+00:00,,,Other,2008-02-28 14:30:05+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,2,2,True,,1,ENGINE,1,1,3,,"(37.8080594050547, -122.41661365069)",080590245-E02,37.8080594050547,-122.41661365069
20920041,B01,2027357,Alarms,2002-04-02,2002-04-01,2002-04-02 05:20:42+00:00,2002-04-02 05:21:36+00:00,2002-04-02 05:21:53+00:00,2002-04-02 05:22:56+00:00,2002-04-02 05:25:48+00:00,,,Other,2002-04-02 05:27:18+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,1,1,3,,"(37.8082633159603, -122.414972542075)",020920041-B01,37.8082633159603,-122.414972542075
91590289,B01,9047161,Medical Incident,2009-06-08,2009-06-08,2009-06-08 18:07:38+00:00,2009-06-08 18:08:29+00:00,2009-06-08 18:09:03+00:00,2009-06-08 18:18:13+00:00,,,,Other,2009-06-08 18:19:59+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,3,None,3,,"(37.8081679785862, -122.416634717802)",091590289-B01,37.8081679785862,-122.416634717802
23260047,B01,2096576,Alarms,2002-11-22,2002-11-21,2002-11-22 03:45:15+00:00,2002-11-22 03:46:46+00:00,2002-11-22 03:47:47+00:00,2002-11-22 03:49:10+00:00,2002-11-22 03:52:39+00:00,,,Other,2002-11-22 03:57:16+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,2,1,3,,"(37.8080594050547, -122.41661365069)",023260047-B01,37.8080594050547,-122.41661365069
103260181,B01,10104480,Alarms,2010-11-22,2010-11-22,2010-11-22 13:27:17+00:00,2010-11-22 13:28:12+00:00,2010-11-22 13:28:27+00:00,2010-11-22 13:29:37+00:00,2010-11-22 13:33:30+00:00,,,Other,2010-11-22 13:37:08+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,3,1,3,,"(37.8082633159603, -122.414972542075)",103260181-B01,37.8082633159603,-122.414972542075
40460316,B01,4013044,Outside Fire,2004-02-15,2004-02-15,2004-02-15 18:52:20+00:00,2004-02-15 18:52:21+00:00,2004-02-15 18:52:53+00:00,2004-02-15 18:54:24+00:00,2004-02-15 18:57:32+00:00,,,Other,2004-02-15 18:59:07+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,CHIEF,3,None,3,,"(37.8081679785862, -122.416634717802)",040460316-B01,37.8081679785862,-122.416634717802
42370208,B04,4065472,Water Rescue,2004-08-24,2004-08-24,2004-08-24 13:34:24+00:00,2004-08-24 13:34:55+00:00,2004-08-24 13:35:28+00:00,2004-08-24 13:36:56+00:00,2004-08-24 13:43:39+00:00,,,Other,2004-08-24 13:48:47+00:00,200 Block of JEFFERSON ST,SF,94133,B01,A1,0945,3,3,3,False,,1,CHIEF,6,None,3,,"(37.8081679785862, -122.416634717802)",042370208-B04,37.8081679785862,-122.416634717802
42090153,E35,4058294,Outside Fire,2004-07-27,2004-07-27,2004-07-27 11:29:12+00:00,2004-07-27 11:29:12+00:00,2004-07-27 11:29:25+00:00,2004-07-27 11:30:25+00:00,,,,Other,2004-07-27 11:33:52+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,3,None,3,,"(37.8081679785862, -122.416634717802)",042090153-E35,37.8081679785862,-122.416634717802
31400274,E37,3040129,Alarms,2003-05-20,2003-05-20,2003-05-20 14:51:02+00:00,2003-05-20 14:53:52+00:00,2003-05-20 14:56:21+00:00,2003-05-20 14:59:27+00:00,,,,Other,2003-05-20 15:05:36+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,2,1,3,,"(37.8080594050547, -122.41661365069)",031400274-E37,37.8080594050547,-122.41661365069
113560289,E28,11118289,Alarms,2011-12-22,2011-12-22,2011-12-22 16:46:18+00:00,2011-12-22 16:47:33+00:00,2011-12-22 16:49:24+00:00,2011-12-22 16:50:59+00:00,,,,Other,2011-12-22 16:54:44+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,2,1,3,,"(37.8082633159603, -122.414972542075)",113560289-E28,37.8082633159603,-122.414972542075
41450004,E28,4040834,Alarms,2004-05-24,2004-05-23,2004-05-24 00:26:28+00:00,2004-05-24 00:27:39+00:00,2004-05-24 00:27:55+00:00,2004-05-24 00:30:13+00:00,2004-05-24 00:32:03+00:00,,,Other,2004-05-24 00:53:59+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,1,3,,"(37.8080594050547, -122.41661365069)",041450004-E28,37.8080594050547,-122.41661365069
110150279,E02,11005082,Medical Incident,2011-01-15,2011-01-15,2011-01-15 18:09:51+00:00,2011-01-15 18:10:19+00:00,2011-01-15 18:11:00+00:00,2011-01-15 18:12:14+00:00,2011-01-15 18:15:02+00:00,,,Other,2011-01-15 18:23:55+00:00,TAYLOR ST/JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,1,3,,"(37.808214052974, -122.41580242723)",110150279-E02,37.808214052974,-122.41580242723
42240010,E28,4062030,Alarms,2004-08-11,2004-08-10,2004-08-11 01:19:15+00:00,2004-08-11 01:20:33+00:00,2004-08-11 01:20:49+00:00,2004-08-11 01:22:22+00:00,,,,Other,2004-08-11 01:31:14+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,2,1,3,,"(37.8080594050547, -122.41661365069)",042240010-E28,37.8080594050547,-122.41661365069
71750246,E02,7050131,Medical Incident,2007-06-24,2007-06-24,2007-06-24 15:17:17+00:00,2007-06-24 15:22:23+00:00,2007-06-24 15:23:03+00:00,2007-06-24 15:24:23+00:00,2007-06-24 15:27:46+00:00,,,Other,2007-06-24 15:38:47+00:00,JEFFERSON ST/TAYLOR ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,2,1,3,,"(37.808214052974, -122.41580242723)",071750246-E02,37.808214052974,-122.41580242723
91330357,E28,9039482,Medical Incident,2009-05-13,2009-05-13,2009-05-13 20:33:24+00:00,2009-05-13 20:33:51+00:00,2009-05-13 20:34:30+00:00,2009-05-13 20:35:18+00:00,2009-05-13 20:38:06+00:00,,,Other,2009-05-13 21:29:11+00:00,2800 Block of TAYLOR ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,1,3,,"(37.8085833163694, -122.415922466228)",091330357-E28,37.8085833163694,-122.415922466228
31110284,E28,3032054,Medical Incident,2003-04-21,2003-04-21,2003-04-21 17:02:18+00:00,2003-04-21 17:04:41+00:00,2003-04-21 17:04:50+00:00,2003-04-21 17:05:03+00:00,2003-04-21 17:06:44+00:00,,,Other,2003-04-21 17:14:27+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,1,1,3,,"(37.8082633159603, -122.414972542075)",031110284-E28,37.8082633159603,-122.414972542075
30050309,E13,3001595,Medical Incident,2003-01-05,2003-01-05,2003-01-05 18:37:22+00:00,2003-01-05 18:40:32+00:00,2003-01-05 18:40:44+00:00,2003-01-05 18:41:35+00:00,2003-01-05 18:44:31+00:00,,,Other,2003-01-05 18:46:30+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,1,3,,"(37.8083718015584, -122.414994322457)",030050309-E13,37.8083718015584,-122.414994322457
12120350,E28,1065719,Medical Incident,2001-07-31,2001-07-31,2001-07-31 22:17:26+00:00,2001-07-31 22:18:15+00:00,2001-07-31 22:18:24+00:00,2001-07-31 22:19:59+00:00,2001-07-31 22:22:35+00:00,,,Other,2001-07-31 22:25:14+00:00,JEFFERSON ST/TAYLOR ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,2,1,3,,"(37.808214052974, -122.41580242723)",012120350-E28,37.808214052974,-122.41580242723
32940343,E51,3084467,Water Rescue,2003-10-21,2003-10-21,2003-10-21 17:43:14+00:00,2003-10-21 17:44:48+00:00,2003-10-21 17:45:13+00:00,2003-10-21 17:47:03+00:00,2003-10-21 17:51:26+00:00,,,Other,2003-10-21 18:07:03+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,9,None,3,,"(37.8081679785862, -122.416634717802)",032940343-E51,37.8081679785862,-122.416634717802
62500299,E28,6070114,Medical Incident,2006-09-07,2006-09-07,2006-09-07 19:25:13+00:00,2006-09-07 19:25:13+00:00,2006-09-07 19:25:54+00:00,2006-09-07 19:27:03+00:00,2006-09-07 19:29:44+00:00,,,Other,2006-09-07 19:43:09+00:00,2800 Block of TAYLOR ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,1,3,,"(37.8085951440856, -122.415784810259)",062500299-E28,37.8085951440856,-122.415784810259
61890173,E08,6052844,Outside Fire,2006-07-08,2006-07-08,2006-07-08 13:25:19+00:00,2006-07-08 13:25:19+00:00,2006-07-08 13:25:28+00:00,,,,,Other,2006-07-08 13:26:46+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,5,None,3,,"(37.8081679785862, -122.416634717802)",061890173-E08,37.8081679785862,-122.416634717802
23000345,E35,2088822,Outside Fire,2002-10-27,2002-10-27,2002-10-27 18:09:37+00:00,2002-10-27 18:09:40+00:00,2002-10-27 18:10:16+00:00,2002-10-27 18:11:23+00:00,2002-10-27 18:17:03+00:00,,,Other,2002-10-27 18:20:10+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,2,None,3,,"(37.8081679785862, -122.416634717802)",023000345-E35,37.8081679785862,-122.416634717802
103520054,E28,10112862,Medical Incident,2010-12-18,2010-12-17,2010-12-18 05:41:56+00:00,2010-12-18 05:43:22+00:00,2010-12-18 05:43:38+00:00,2010-12-18 05:45:19+00:00,2010-12-18 06:01:07+00:00,,,Other,2010-12-18 06:05:06+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,3,None,3,,"(37.8081679785862, -122.416634717802)",103520054-E28,37.8081679785862,-122.416634717802
20310350,E28,2009216,Medical Incident,2002-01-31,2002-01-31,2002-01-31 18:34:06+00:00,2002-01-31 18:35:28+00:00,2002-01-31 18:35:50+00:00,2002-01-31 18:36:34+00:00,,,,Other,2002-01-31 18:55:22+00:00,2800 Block of TAYLOR ST,SF,94133,B01,28,0945,E,E,3,False,,1,ENGINE,3,1,3,,"(37.8085833163694, -122.415922466228)",020310350-E28,37.8085833163694,-122.415922466228
11160203,E28,1035405,Medical Incident,2001-04-26,2001-04-26,2001-04-26 11:57:00+00:00,2001-04-26 11:57:54+00:00,2001-04-26 11:58:04+00:00,2001-04-26 11:59:52+00:00,2001-04-26 12:01:55+00:00,,,Other,2001-04-26 12:26:43+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,1,None,3,,"(37.8081679785862, -122.416634717802)",011160203-E28,37.8081679785862,-122.416634717802
41440212,E28,4040758,Medical Incident,2004-05-23,2004-05-23,2004-05-23 16:48:24+00:00,2004-05-23 16:50:29+00:00,2004-05-23 16:52:18+00:00,2004-05-23 16:53:02+00:00,2004-05-23 16:55:20+00:00,,,Other,2004-05-23 17:10:43+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,2,None,3,,"(37.8081679785862, -122.416634717802)",041440212-E28,37.8081679785862,-122.416634717802
71110247,E02,7031977,Medical Incident,2007-04-21,2007-04-21,2007-04-21 17:08:04+00:00,2007-04-21 17:10:22+00:00,2007-04-21 17:10:28+00:00,2007-04-21 17:11:42+00:00,2007-04-21 17:15:01+00:00,,,Other,2007-04-21 17:30:27+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,2,1,3,,"(37.8082633159603, -122.414972542075)",071110247-E02,37.8082633159603,-122.414972542075
43640284,E02,4100587,Outside Fire,2004-12-29,2004-12-29,2004-12-29 17:13:35+00:00,2004-12-29 17:13:35+00:00,2004-12-29 17:13:43+00:00,2004-12-29 17:14:47+00:00,2004-12-29 17:18:04+00:00,,,Other,2004-12-29 17:20:23+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,1,None,3,,"(37.8081679785862, -122.416634717802)",043640284-E02,37.8081679785862,-122.416634717802
32980287,E35,3085583,Outside Fire,2003-10-25,2003-10-25,2003-10-25 15:57:51+00:00,2003-10-25 15:57:51+00:00,2003-10-25 15:58:31+00:00,2003-10-25 15:59:58+00:00,,,,Other,2003-10-25 16:03:26+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,3,None,3,,"(37.8081679785862, -122.416634717802)",032980287-E35,37.8081679785862,-122.416634717802
62240297,E28,6063125,Outside Fire,2006-08-12,2006-08-12,2006-08-12 19:03:14+00:00,2006-08-12 19:03:14+00:00,2006-08-12 19:03:35+00:00,2006-08-12 19:05:40+00:00,2006-08-12 19:07:55+00:00,,,Other,2006-08-12 19:09:34+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,None,3,,"(37.8081679785862, -122.416634717802)",062240297-E28,37.8081679785862,-122.416634717802
100990389,E28,10030777,Medical Incident,2010-04-09,2010-04-09,2010-04-09 23:24:10+00:00,2010-04-09 23:25:33+00:00,2010-04-09 23:26:15+00:00,2010-04-09 23:27:19+00:00,2010-04-09 23:28:59+00:00,,,Other,2010-04-10 00:05:13+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,1,None,3,,"(37.8081679785862, -122.416634717802)",100990389-E28,37.8081679785862,-122.416634717802
71120256,E35,7032267,Outside Fire,2007-04-22,2007-04-22,2007-04-22 19:06:27+00:00,2007-04-22 19:06:27+00:00,2007-04-22 19:06:40+00:00,2007-04-22 19:07:45+00:00,,,,Other,2007-04-22 19:09:48+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,3,None,3,,"(37.8081679785862, -122.416634717802)",071120256-E35,37.8081679785862,-122.416634717802
51710048,E28,5045589,Alarms,2005-06-20,2005-06-19,2005-06-20 06:05:26+00:00,2005-06-20 06:05:58+00:00,2005-06-20 06:06:11+00:00,2005-06-20 06:07:58+00:00,2005-06-20 06:10:22+00:00,,,Other,2005-06-20 06:15:57+00:00,100 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,1,1,3,,"(37.8083718015584, -122.414994322457)",051710048-E28,37.8083718015584,-122.414994322457
31670011,E28,3047624,Medical Incident,2003-06-16,2003-06-15,2003-06-16 00:40:33+00:00,2003-06-16 00:42:54+00:00,2003-06-16 00:43:11+00:00,,2003-06-16 00:47:05+00:00,,,Other,2003-06-16 00:47:42+00:00,2800 Block of TAYLOR ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,2,1,3,,"(37.8085951440856, -122.415784810259)",031670011-E28,37.8085951440856,-122.415784810259
2750151,E41,82579,Outside Fire,2000-10-01,2000-10-01,2000-10-01 13:21:16+00:00,2000-10-01 13:22:08+00:00,2000-10-01 13:22:16+00:00,2000-10-01 13:22:38+00:00,,,,Other,2000-10-01 13:28:37+00:00,CALL BOX: PIER 45,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,8,None,3,,"(37.8080597896355, -122.417508629714)",002750151-E41,37.8080597896355,-122.417508629714
32980181,E41,3085505,Medical Incident,2003-10-25,2003-10-25,2003-10-25 12:23:58+00:00,2003-10-25 12:23:58+00:00,2003-10-25 12:25:02+00:00,2003-10-25 12:26:49+00:00,2003-10-25 12:30:38+00:00,,,Other,2003-10-25 12:36:38+00:00,2800 Block of TAYLOR ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,3,1,3,,"(37.8085951440856, -122.415784810259)",032980181-E41,37.8085951440856,-122.415784810259
10870250,E35,1026548,Outside Fire,2001-03-28,2001-03-28,2001-03-28 14:22:11+00:00,2001-03-28 14:25:22+00:00,2001-03-28 14:26:49+00:00,2001-03-28 14:30:33+00:00,,,,Other,2001-03-28 14:36:38+00:00,CALL BOX: PIER 45,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,8,None,3,,"(37.8080597896355, -122.417508629714)",010870250-E35,37.8080597896355,-122.417508629714
81680002,E28,8051470,Medical Incident,2008-06-16,2008-06-15,2008-06-16 00:04:10+00:00,2008-06-16 00:04:58+00:00,2008-06-16 00:05:31+00:00,2008-06-16 00:07:10+00:00,2008-06-16 00:09:22+00:00,,,Other,2008-06-16 00:15:50+00:00,JEFFERSON ST/JONES ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,2,1,3,,"(37.8080133240409, -122.417445939002)",081680002-E28,37.8080133240409,-122.417445939002
71500142,E28,7042954,Alarms,2007-05-30,2007-05-30,2007-05-30 11:35:14+00:00,2007-05-30 11:36:28+00:00,2007-05-30 11:36:41+00:00,2007-05-30 11:38:11+00:00,2007-05-30 11:40:52+00:00,,,Other,2007-05-30 11:46:18+00:00,200 Block of JEFFERSON ST,SF,94133,B01,28,0945,3,3,3,False,,1,ENGINE,1,None,3,,"(37.8081679785862, -122.416634717802)",071500142-E28,37.8081679785862,-122.416634717802
111830349,E02,11060587,Medical Incident,2011-07-02,2011-07-02,2011-07-02 22:10:42+00:00,2011-07-02 22:13:24+00:00,2011-07-02 22:13:59+00:00,2011-07-02 22:15:51+00:00,2011-07-02 22:20:36+00:00,,,Other,2011-07-02 22:22:58+00:00,JEFFERSON ST/TAYLOR ST,SF,94133,B01,28,0945,3,3,3,True,,1,ENGINE,3,1,3,,"(37.808214052974, -122.41580242723)",111830349-E02,37.808214052974,-122.41580242723
